200	350	300	450	奥马哈	轻巡
300	350	600	400	柯尼斯堡	轻巡
300	350	600	400	布吕歇尔	重巡
300	350	600	400	高雄	重巡
300	350	600	400	新奥尔良	重巡
300	350	600	400	大井	轻巡
300	350	600	400	大井	轻巡
300	350	600	400	兰利	水母
300	350	600	400	五十铃	轻巡
300	350	600	400	摩耶	重巡
300	350	600	400	朱诺	轻巡
430	330	430	330	瑞凤	轻母
430	330	430	330	布鲁克林	轻巡
400	130	600	130	盐湖城	重巡
400	130	600	130	罗伯茨	重炮
400	130	600	130	昆西	重巡
400	130	600	130	伊势	战列
400	80	650	130	威奇塔	重巡
400	80	650	130	海伦娜	轻巡
400	80	650	130	伦敦	重巡
30	30	30	30	初雪	驱逐
400	130	500	400	普林斯顿	轻母
400	130	500	400	兰利	水母
400	80	650	130	声望	战巡
400	80	650	130	罗德尼	战列
30	30	30	30	天龙	轻巡
300	200	600	400	夕张	轻巡
300	200	600	400	昆西	重巡	
300	200	600	400	科隆	轻巡
500	600	600	400	伦敦	重巡
400	130	600	130	爱宕	重巡
400	130	650	130	扶桑	战列
400	630	650	430	休斯顿	重巡
300	130	650	130	彭萨科拉	重巡
400	600	600	400	百眼巨人	轻母
400	600	600	400	休斯顿	重巡
400	600	600	400	鸟海	重巡
400	600	600	400	昆西	重巡	
30	30	30	30	龙田	轻巡
450	600	500	230	爱宕	重巡
450	600	500	230	鸟海	重巡
300	130	400	600	摩耶	重巡
400	80	650	230	希佩尔	重巡
400	130	650	130	日向	重巡
